Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2018-0005-COD,2018,0005,Natural,Hydrological,Flood,,,,Kill,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Galiema, Bandalungwa, Selembao, Masina, Limete, Kalamu, Bumbu, Kimbaseke Ndjili communes (Kinshasa)",Thunderstorm,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,,,,,5597,Km2,-4.355,15.116,,,2018,1,3,2018,1,7,51,17,,15743,15760,,,,98.21999062
2018-0111-USA,2018,0111,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Declar,United States of America (the),USA,Northern America,Americas,"Massachusetts, New York, Virginia, Maryland",,Surge,Flood,,,Yes,,110,Kph,,,,,2018,3,1,2018,3,3,9,,,,,,1400000,2300000,98.21999062
2018-0395-TTO,2018,0395,Natural,Hydrological,Flood,,,,Affected,Trinidad and Tobago,TTO,Caribbean,Americas,"Sangre Grande, Tunapuna/Piarco, Couva/Tabaquite/Talparo, Mayaro/Rio Claro regions",Torrential rains,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2018,10,19,2018,10,23,,,150000,,150000,,,3700,98.21999062
2018-0130-USA,2018,0130,Natural,Hydrological,Flood,,,,Affected,United States of America (the),USA,Northern America,Americas,Kauai Isl. (Hawai),Torrential rains,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2018,4,14,2018,4,15,,,1596,,1596,,,125000,98.21999062
2018-0204-VNM,2018,0204,Natural,Hydrological,Flood,Flash flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Lai Chau,,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2018,6,23,2018,6,27,33,18,16710,,16728,,,23000,98.21999062
2018-0369-VNM,2018,0369,Natural,Hydrological,Flood,,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Northern provinces,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2018,8,29,2018,9,5,20,,6000,,6000,,,,98.21999062
2018-0146-USA,2018,0146,Natural,Geophysical,Volcanic activity,Lava flow,,Kilauea,Affected,United States of America (the),USA,Northern America,Americas,Hawaï,,Earthquake,,,,,,7,,,,,,2018,5,3,2018,5,30,,,2500,,2500,,,500000,98.21999062
2018-0456-VUT,2018,0456,Natural,Geophysical,Volcanic activity,Ash fall,,Ambryn,Affected,Vanuatu,VUT,Melanesia,Oceania,Malampa province,,Earthquake,,,,,,,,,,,,2018,12,15,2018,12,18,,,7286,,7286,,,,98.21999062
2018-0258-USA,2018,0258,Natural,Climatological,Wildfire,Forest fire,,Carr and Mendocino Complex fires,SigDis,United States of America (the),USA,Northern America,Americas,"Shasta, Trinity, Mendocino, Lake, Colusa, and Glenn counties (California)",,Pollution,,,,,,,Km2,,,,,2018,7,27,2018,8,31,14,,,3237,3237,,,1000000,98.21999062
2018-0419-USA,2018,0419,Natural,Hydrological,Flood,Riverine flood,,,Declar,United States of America (the),USA,Northern America,Americas,"Bastrop, Burnet, Colorado, Fayette, Hood, Jim Wells, Kerr, Kimble, La Salle, Live Oak, Llano, Mason, McMullen, Nueces, Real, San Patricio, Travis, and Williamson counties",Heavy rains,Storm,,,,Yes,,,Km2,,,,,2018,10,15,2018,10,20,5,,,,,,,400000,98.21999062
2018-0045-USA,2018,0045,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,"Plains, SouthEast, Midwest, NorthEast",,Cold wave,,,,,,,Kph,,,,,2018,1,14,2018,1,17,16,,,,,,,100000,98.21999062
2018-0042-TON,2018,0042,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Gita,Affected,Tonga,TON,Polynesia,Oceania,"Tongatapu, Ha’apai and Eua islands",,Flood,,,,Yes,,285,Kph,,,,,2018,2,12,2018,2,13,,,87000,,87000,,,,98.21999062
2018-0313-TWN,2018,0313,Natural,Meteorological,Storm,Tropical cyclone,,,Affected,Taiwan (Province of China),TWN,Eastern Asia,Asia,"Chiayi, Kaohsiung, Tainan counties",,Flood,,,,,,,Kph,,,,,2018,8,23,2018,8,26,7,140,6000,,6140,,,34000,98.21999062
2018-0423-UGA,2018,0423,Natural,Hydrological,Landslide,Mudslide,,,Kill,Uganda,UGA,Eastern Africa,Africa,Bududa district,,Flood,,,,,,,,,,,,2018,10,11,2018,10,11,51,,,,,,,,98.21999062
2018-0457-USA,2018,0457,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Declar,United States of America (the),USA,Northern America,Americas,"New Mexico, Texas, Iowa, Minnesota, Kansas, Louisiana, Tennessee",,Flood,,,,,,,Kph,,,,,2018,12,26,2018,12,28,2,,,,,,,150000,98.21999062
2018-0342-USA,2018,0342,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Florence,Kill,United States of America (the),USA,Northern America,Americas,"South and North Carolina, Virginia",,Flood,,,,Yes,,,Kph,,,,,2018,9,12,2018,9,18,53,,1500000,,1500000,,5000000,14000000,98.21999062
2018-0010-USA,2018,0010,Natural,Hydrological,Landslide,Mudslide,,,Kill,United States of America (the),USA,Northern America,Americas,"Santa Barbara County (Montecito and Carpinteria), Los Angeles County (Burbank), Ventura (California)",Heavy rains,Flood,,,,,,,,,,,,2018,1,8,2018,1,14,21,28,1338,,1366,,,900000,98.21999062
2018-0201-VNM,2018,0201,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Ewiniar',Kill,Viet Nam,VNM,South-Eastern Asia,Asia,,,Flood,,,,,,,Kph,,,,,2018,6,6,2018,6,19,1,,,,,,,,98.21999062
2018-0042-WSM,2018,0042,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Gita,Affected,Samoa,WSM,Polynesia,Oceania,,,Flood,,,,,,,Kph,,,,,2018,2,12,2018,2,12,,,,,,,,,98.21999062
2018-0177-YEM,2018,0177,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Mekunu',Affected,Yemen,YEM,Western Asia,Asia,Socotra Isl.,,Flood,,,,,,,Kph,,,,,2018,5,23,2018,5,23,24,,750,,750,,,,98.21999062
2018-0394-YEM,2018,0394,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Luban',Kill,Yemen,YEM,Western Asia,Asia,Al Maharah governorate,,Flood,,,,,,,Kph,,,,,2018,10,14,2018,10,15,25,124,15000,,15124,,,,98.21999062
2018-0373-USA,2018,0373,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Michael,SigDam,United States of America (the),USA,Northern America,Americas,"Florida, Georgia, Alabama, North Carolina, Virginia, Maryland",,Surge,,,,,,250,Kph,,,,,2018,10,10,2018,10,11,45,,5000,,5000,,10000000,16000000,98.21999062
2018-0272-TUR,2018,0272,Natural,Hydrological,Landslide,Landslide,,,Kill,Turkey,TUR,Western Asia,Asia,Sarilar village (Tekirdag region),Heavy rains,Transport accident,,,,,,,,,,,,2018,7,8,2018,7,8,24,100,,,100,,,,98.21999062
2018-0246-SRB,2018,0246,Natural,Hydrological,Flood,Flash flood,,,Affected,Serbia,SRB,Southern Europe,Europe,"Vojvodina, Sumadija, Pomoravlje regions",,Lightening,,,,,,,Km2,,,,,2018,6,25,2018,6,30,,,231,,231,,,,98.21999062
2018-0207-TJK,2018,0207,Natural,Hydrological,Flood,,,,Affected,Tajikistan,TJK,Central Asia,Asia,"Farkhor, Panj districts (Khatlon Province)",,,,,,,,,Km2,,,,,2018,5,16,2018,5,21,6,,5725,,5725,,,,98.21999062
2018-0364-TUN,2018,0364,Natural,Hydrological,Flood,Flash flood,,,Affected,Tunisia,TUN,Northern Africa,Africa,governorates of Tunis and part of Nabeul,Torrential rain,,,,,,,,Km2,,,,,2018,9,21,2018,9,23,6,,30000,,30000,,,36000,98.21999062
2018-0388-TUN,2018,0388,Natural,Hydrological,Flood,Flash flood,,,Waiting,Tunisia,TUN,Northern Africa,Africa,"Cap Bon, Kef, Grombalia, Sidi Bouzid, Kasserine, Zaghouan",Heavy rains,,,,,,,,Km2,,,,,2018,10,17,2018,10,18,7,,,,,,,,98.21999062
2018-0059-TWN,2018,0059,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Taiwan (Province of China),TWN,Eastern Asia,Asia,Hualian,,,,,,,,6,Richter,24.136,121.658,23:50,,2018,2,6,2018,2,6,84,285,,,285,,,100000,98.21999062
2018-0125-TZA,2018,0125,Natural,Hydrological,Flood,,,,Kill,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Dar es Salaam (Kinondoni, Ilala, Temeke and Kigamboni Municipals); Arusha (Arusha District Council, Meru, Longido, Monduli districts); Zanzibar; Kilimanjaro (Same, Hai, Mwanga districts); Tanga (Handeni, Lushoto districts); Manyara (Simanjiro, Kiteto, Babati districts); Tabora (Nzega and Kaliua districts); Pwani (Mafia and Rufiji districts); Mwanza, Morogoro, Dodoma, Mbeya, Rukwa, Mtwara, Shinyanga, Geita",Torrential rains,,,,,,,37320,Km2,-11.158,34.02,,,2018,4,14,2018,4,18,15,11,15862,,15873,,,,98.21999062
2018-0076-UGA,2018,0076,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Uganda,UGA,Eastern Africa,Africa,Kyangwali refugee camp (Hoima district),,,,,,,,,Vaccinated,,,,,2018,2,15,2018,2,28,31,,1000,,1000,,,,98.21999062
2018-0248-UKR,2018,0248,Natural,Meteorological,Storm,Convective storm,,,Affected,Ukraine,UKR,Eastern Europe,Europe,"Lviv, Chernivtsi, Ivano-Frankivsk",,,,,,,,,Kph,,,,,2018,6,28,2018,6,30,,,600,,600,,,,98.21999062
2018-9103-URY,2018,9103,Natural,Climatological,Drought,Drought,,,Affected,Uruguay,URY,South America,Americas,"Tacuarembó, Salto, Durazno, Artigas, Paysandú, Rivera, Río Negro, Florida, Treinta y Tres, Maldonado, Cerro Largo, Colonia","Lack of rain, La Nina",,,,,Yes,,,Km2,,,,,2018,1,,2018,3,,,,11135,,11135,,,500000,98.21999062
2018-0279-USA,2018,0279,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,"Pella, Marshalltown (Iowa)",,,,,,,,,Kph,,,,,2018,7,19,2018,7,22,18,,,,,,400000,1500000,98.21999062
2018-0046-USA,2018,0046,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,"Colorado, PLains and Midwest",,,,,,,,,Kph,,,,,2018,1,21,2018,1,24,10,,,,,,,50000,98.21999062
2018-0331-USA,2018,0331,Natural,Hydrological,Flood,Flash flood,,,Affected,United States of America (the),USA,Northern America,Americas,"Wisconsin, Iowa, Minnesota, Missouri, Illinois, Kentucky, Pennsylvania, Arkansas, Ohio, Indiana",Tropical Storm Gordon,,,,,Yes,,,Km2,,,,,2018,9,3,2018,9,11,2,,,,,,,250000,98.21999062
2018-0206-USA,2018,0206,Natural,Meteorological,Storm,Convective storm,,,SigDam,United States of America (the),USA,Northern America,Americas,"New York City, Washington DC, Baltimore, Maryland",,,,,,,,110,Kph,,,,,2018,5,12,2018,5,16,5,,75,,75,,,1450000,98.21999062
2018-0170-USA,2018,0170,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Alberto',Affected,United States of America (the),USA,Northern America,Americas,Southeast,,,,,,,,,Kph,,,,,2018,5,27,2018,5,30,5,,,,,,,125000,98.21999062
2018-0409-USA,2018,0409,Natural,Climatological,Wildfire,Forest fire,,Camp Fire,Declar,United States of America (the),USA,Northern America,Americas,Butte county (North California),,,,,,Yes,,,Km2,,,,,2018,11,8,2018,11,16,88,,250000,,250000,,12500000,16500000,98.21999062
2018-9476-USA,2018,9476,Natural,Climatological,Drought,Drought,,,SigDam,United States of America (the),USA,Northern America,Americas,Nationwide,,,,,,,,,Km2,,,,,2018,1,,2018,12,,,,,,,,,3200000,98.21999062
2018-0468-USA,2018,0468,Natural,Climatological,Wildfire,,,Woolsey Fire,SigDam,United States of America (the),USA,Northern America,Americas,"Thousand Oaks, Oak Park, Westlake Village, Agoura Hills, West Hills, Simi Valley, Chatsworth, Bell Canyon, Hidden Hills, Malibu and Calabasas (California)",,,,,,,,,Km2,,,,,2018,11,8,2018,11,21,2,3,,,3,,4000000,5200000,98.21999062
2018-0386-VEN,2018,0386,Natural,Hydrological,Flood,Flash flood,,,Affected,Venezuela (Bolivarian Republic of),VEN,South America,Americas,"Vargas, Aragua",Torrential rain,,,,,,,3147,Km2,10.426,-66.55,,,2018,9,25,2018,9,28,2,,1000,,1000,,,,98.21999062
2018-0290-VEN,2018,0290,Natural,Hydrological,Flood,,,,Affected,Venezuela (Bolivarian Republic of),VEN,South America,Americas,"Bolivar, Monagas, Amazonas states",,,,,,,,,Km2,,,,Orénoque,2018,8,1,2018,8,10,,,9700,,9700,,,,98.21999062
2018-0448-VNM,2018,0448,Natural,Hydrological,Flood,Flash flood,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Thanh Hoa, Binh Dinh, Nghe An, Quang Tri, Quang Ngai, Quang Nam, Da Nang",Heavy rains,,,,,,,,Km2,,,,,2018,12,8,2018,12,10,14,,105000,,105000,,,25000,98.21999062
2018-0484-VNM,2018,0484,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Toraji',Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Khanh Hoa province,,,,,,,,,Kph,,,,,2018,11,17,2018,11,18,19,28,10000,,10028,,,17200,98.21999062
2018-0253-COD,2018,0253,Natural,Biological,Epidemic,Viral disease,,Ebola,Kill,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Bikoro, Iboko, Wangata (Equateur province)",,,,,,,,,Vaccinated,,,,,2018,5,8,2018,8,3,33,10,,,10,,,,98.21999062
2018-0363-COD,2018,0363,Natural,Biological,Epidemic,Viral disease,,Ebola,Kill,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Beni, Mabalako, Katwa, Kalunguta, Butembo, Masereka, Oicha, Kyondo, Musienene, Vuhovi, Mutwanga (North Kivu Province); South Kivu province; Mandima, Tchomia, Komanda (Ituri Province); Goma",,,,,,,,301779,Vaccinated,,,,,2018,8,1,2019,12,13,2287,3470,,,3470,,,,98.21999062
2018-0434-ZWE,2018,0434,Natural,Biological,Epidemic,Viral disease,,Typhoid fever,Kill,Zimbabwe,ZWE,Eastern Africa,Africa,"Mbare,Kuwadzana, Glen View, and Budiriro (Harare region); Gweru city (Midland Province)",,,,,,,,,Vaccinated,,,,,2018,8,7,2018,11,16,12,5164,,,5164,,,,98.21999062
2018-0399-MNP,2018,0399,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Yutu' (Rosita),Affected,Northern Mariana Islands (the),MNP,Micronesia,Oceania,"Tinian, Saipan",,,,,,,,290,Kph,,,,,2018,10,25,2018,10,25,2,,,,,,,,98.21999062
2018-0490-HUN,2018,0490,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Hungary,HUN,Eastern Europe,Europe,,,,,,,,,,°C,,,,,2018,12,,2019,2,,179,,,,,,,,98.21999062
2019-0086-USA,2019,0086,Natural,Hydrological,Flood,,,,Declar,United States of America (the),USA,Northern America,Americas,"Amador, Glenn, Lake, Mendocino, Sonoma, Humboldt counties (California)",Heavy rain,Storm,"Slide (land, mud, snow, rock)",,,Yes,,,Km2,,,,,2019,2,25,2019,3,1,1,,6000,,6000,,,,100
2019-0533-ITA,2019,0533,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Amelie',SigDam,Italy,ITA,Southern Europe,Europe,"Liguria, Tuscany, Campania",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2019,11,3,2019,11,3,,,12,,12,,,,100
2019-0541-PHL,2019,0541,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Kalmaegi' (Ramon),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Romblon Province (Mimaropa region), Camarines Sur Province (Bicol Region)",,Flood,"Slide (land, mud, snow, rock)",,,,,110,Kph,,,,,2019,11,17,2019,11,17,,,3000,,3000,,,,100
2019-0634-PHL,2019,0634,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Phanfone' (Ursula),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Salcedo, Eastern Samar; Tacloban City, Leyte; Gigantes Islands, Carles, Iloilo; Ibajay, Aklan; Semirara Island, Caluya, Antique; Bulalacao, Oriental Mindoro; Cabucgayan, Biliran; Cagayan Valley, Cordillera Administrative Region",,Flood,"Slide (land, mud, snow, rock)",,,,,150,Kph,,,,,2019,12,24,2019,12,28,63,369,3296877,,3297246,,,15722,100
2019-0600-SOM,2019,0600,Natural,Meteorological,Storm,Tropical cyclone,,Tropical Storm 'Pawan',Affected,Somalia,SOM,Eastern Africa,Africa,"Las Qoray (Sanaag Region); Nugal, Bari provinces",Heavy rains,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2019,12,7,2019,12,10,6,,30000,,30000,,,,100
2019-0534-VNM,2019,0534,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Matmo',Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Ngai, Binh Dinh, Phu Yen, Gia Lai, Thua Thien Hue province",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2019,11,3,2019,11,3,1,14,20000,,20014,,,,100
2019-0558-ITA,2019,0558,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,Italy,ITA,Southern Europe,Europe,"Piedmont, Liguria, Aosta Valley, Lombardy, Campania, Calabria regions",,Surge,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2019,11,23,2019,11,24,,,,,,,,,100
2019-0545-AUS,2019,0545,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Currowan,Affected,Australia,AUS,Australia and New Zealand,Oceania,"New South Wales, Queensland; Victoria; South Australia, Western Australia",High temperatures and dry conditions,Pollution,Heat wave,,,Yes,,,Km2,,,,,2019,9,1,2020,2,,32,24,1959,6900,8883,,1130000,2000000,100
2019-0533-FRA,2019,0533,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Amelie',SigDam,France,FRA,Western Europe,Europe,"Alpes-Maritimes Department; Nouvelle Aquitaine, Pays de la Loire, Auvergne, Occitanie",,"Slide (land, mud, snow, rock)",Flood,,,,,163,Kph,,,,,2019,10,28,2019,11,3,1,4,50,,54,,,,100
2019-0543-ITA,2019,0543,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,Italy,ITA,Southern Europe,Europe,Albano Laziale (Lazio Region); Emilia-Romagna; Martello Municipality (Trentino-South Tyrol Region); Tuscany; Venice,,"Slide (land, mud, snow, rock)",Flood,,,Yes,,,Kph,,,,,2019,11,12,2019,11,18,2,,200,,200,,,,100
2019-0601-MDG,2019,0601,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Belna',Affected,Madagascar,MDG,Eastern Africa,Africa,"Soalala distric (Boeny), Diana, Besalampy districts (Melaky);",,Broken Dam/Burst bank,Flood,,,,,180,Kph,,,,,2019,12,9,2019,12,10,5,6293,14000,,20293,,,25000,100
2019-0227-UGA,2019,0227,Natural,Hydrological,Landslide,Landslide,,,Kill,Uganda,UGA,Eastern Africa,Africa,"Bududa, Bushenyi, Rukiga, Sironko, Mbale, Butaleja Districts",Heavy rains,Flood,Lightening,,,,,,,,,,,2019,6,4,2019,6,8,61,25,129928,,129953,,,,100
2019-0045-USA,2019,0045,Natural,Meteorological,Storm,Convective storm,Sand/Dust storm,,Kill,United States of America (the),USA,Northern America,Americas,Midwest and Northeast,,Snow/ice,Lightening,,,,,,Kph,,,,,2019,1,18,2019,1,21,10,,,,,,,100000,100
2019-0216-TJK,2019,0216,Natural,Hydrological,Flood,Flash flood,,,Affected,Tajikistan,TJK,Central Asia,Asia,"Farkhor, Vose, Temurmalik, Khuroson, Panj (Khatlon province); Konibodom, Panjakent, Isfara, B. Gafurov (Sughd province); Rudaky, Fayzobod districts (DRD)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,106546,Km2,37.42,69.354,,,2019,6,1,2019,6,7,4,,6750,,6750,,,,100
2019-0357-TUR,2019,0357,Natural,Hydrological,Flood,Flash flood,,,Affected,Turkey,TUR,Western Asia,Asia,Akçakoca District (Düzce Province),,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,7,17,2019,7,18,7,,220,,220,,,,100
2019-0090-USA,2019,0090,Natural,Hydrological,Flood,,,,Affected,United States of America (the),USA,Northern America,Americas,Northern California,,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,2,26,2019,3,4,1,,8000,,8000,,,,100
2019-0380-VNM,2019,0380,Natural,Hydrological,Flood,Flash flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Qu?ng Ninh, L?ng S?n, Thanh Hóa",Tropical Cyclone Wipha,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,8,5,2019,8,5,27,,,500,500,,,45000,100
2019-0265-VNM,2019,0265,Natural,Hydrological,Flood,,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Ha Giang, Bac Kan, Cao Bang and Yen Bai Provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,5,27,2019,5,30,3,,,265,265,,,,100
2019-0482-VNM,2019,0482,Natural,Hydrological,Flood,,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Nghe An, Bình Dinh, Hà Tinh Provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,10,15,2019,10,22,3,5,26250,,26255,,,,100
2019-0461-YEM,2019,0461,Natural,Hydrological,Flood,,,,Kill,Yemen,YEM,Western Asia,Asia,"Al Mahwit Governorate, Ibb Governorate",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,30369,Km2,43.571,15.118,,,2019,7,31,2019,8,6,12,,500,,500,,,,100
2019-0176-ZAF,2019,0176,Natural,Hydrological,Flood,,,,Kill,South Africa,ZAF,Southern Africa,Africa,"KwaZulu-Natal, Eastern Cape, Free state provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,4,21,2019,4,25,73,,1000,,1000,,,50000,100
2019-0645-BDI,2019,0645,Natural,Hydrological,Flood,,,,Kill,Burundi,BDI,Eastern Africa,Africa,"Uwinterekwa, Buterere (Bujumba Mairie)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,12,21,2019,12,28,14,33,3740,,3773,,,,100
2019-0542-BRA,2019,0542,Natural,Hydrological,Flood,,,,Affected,Brazil,BRA,South America,Americas,"Alegre, Vitória, Vila Velha, Cariacica, Viana municipalities (Espirito Santo State)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,11,16,2019,11,17,2,12,660,,672,,,,100
2019-0580-BRA,2019,0580,Natural,Hydrological,Flood,,,,Affected,Brazil,BRA,South America,Americas,"Salvador de Bahia City (Bahia State, north-eastern Brazil)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,173355,Km2,-39.27,-12.906,,,2019,11,25,2019,11,27,,,300,,300,,,,100
2019-0611-CHN,2019,0611,Natural,Hydrological,Flood,,,,Kill,China,CHN,Eastern Asia,Asia,Central,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,10,15,2019,10,25,14,,,,,,,90000,100
2019-0579-DJI,2019,0579,Natural,Hydrological,Flood,Flash flood,,,Affected,Djibouti,DJI,Eastern Africa,Africa,"Djibouti, Arta, Damerjog, Goubeto, Tadjourah, Day",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,11,21,2019,11,28,11,,250000,,250000,,,,100
2019-0576-FRA,2019,0576,Natural,Hydrological,Flood,,,,Affected,France,FRA,Western Europe,Europe,"Var, Alpes-Maritimes, Bouches-du-Rhone, Alpes-de-Haute-Provence (Provence-Alpes-Côte d'Azur Region)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,11,30,2019,12,2,5,2,100,,102,,,,100
2019-0632-IDN,2019,0632,Natural,Hydrological,Flood,Flash flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Labuhanbatu Utara districts (North Sumatra); Saling,Talang Datuk, Talang Tinggi and Lunjuk sub-districts (Bengkulu province); Jakarta, Bekasi, Bogor, Depok in West Java district; Banten Province",,"Slide (land, mud, snow, rock)",,,,,,24987,Km2,-6.533,107.508,,,2019,12,31,2020,1,3,66,110,501000,,501110,,,1200000,100
2019-0657-IDN,2019,0657,Natural,Hydrological,Flood,,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Rokan Hulu, Kampar, Pelalawan, Kuantan Singingi, Indragiri Hulu and Rokan Hilir districts (Riau province)",,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2019,12,19,2019,12,21,6,,60000,,60000,,,,100
